walk_id,source_place,park_name,park_area,destination_landmark,walking_distance_km,estimated_walk_time_minutes,walking_direction_steps,starting_landmark,ending_landmark,road_name,route_type,safe_for_tourists,street_lighting,best_time_to_walk,crowd_level,scenic_walk,nearby_places_on_route,google_maps_walk_link,description
WLK-1466,Gopalapatnam,Dwaraka Nagar Recreation Park,Dwaraka Nagar,Dwaraka Nagar Recreation Park Main Gate,7.1,88,"1. Start at Gopalapatnam Bus Stop. 2. Head to the main road and follow signs toward Dwaraka Nagar. 3. Walk along Dwaraka Nagar Main Road for the first 2 km passing key junctions. 4. Continue for another 5.1 km following Dwaraka Nagar direction boards. 5. On reaching Dwaraka Nagar, follow the approach path. 6. Dwaraka Nagar Recreation Park entrance (Dwaraka Nagar Recreation Park Main Gate) is at the end of the approach road.",Gopalapatnam Bus Stop,Dwaraka Nagar Recreation Park Main Gate,Dwaraka Nagar Main Road,Mixed Road / Footpath Walk,Yes,Yes,06:00-09:00 and 17:00-20:00,Low,Yes,"Dwaraka Nagar Market, RTC Complex, YSR Central Park",https://maps.google.com/?q=Dwaraka+Nagar+Recreation+Park+Visakhapatnam,"Walk from Gopalapatnam to Dwaraka Nagar Recreation Park in Dwaraka Nagar, Visakhapatnam. Approx 7.1 km, takes about 88 minutes on foot via Dwaraka Nagar Main Road."
WLK-1467,Hanumanthuwaka,Dwaraka Nagar Recreation Park,Dwaraka Nagar,Dwaraka Nagar Recreation Park Main Gate,5.9,73,"1. Start at Hanumanthuwaka Bus Stop. 2. Head to the main road and follow signs toward Dwaraka Nagar. 3. Walk along Dwaraka Nagar Main Road for the first 2 km passing key junctions. 4. Continue for another 3.9 km following Dwaraka Nagar direction boards. 5. On reaching Dwaraka Nagar, follow the approach path. 6. Dwaraka Nagar Recreation Park entrance (Dwaraka Nagar Recreation Park Main Gate) is at the end of the approach road.",Hanumanthuwaka Bus Stop,Dwaraka Nagar Recreation Park Main Gate,Dwaraka Nagar Main Road,Mixed Road / Footpath Walk,Yes,Yes,06:00-09:00 and 17:00-20:00,Low,Yes,"Dwaraka Nagar Market, RTC Complex, YSR Central Park",https://maps.google.com/?q=Dwaraka+Nagar+Recreation+Park+Visakhapatnam,"Walk from Hanumanthuwaka to Dwaraka Nagar Recreation Park in Dwaraka Nagar, Visakhapatnam. Approx 5.9 km, takes about 73 minutes on foot via Dwaraka Nagar Main Road."
WLK-1468,Jagadamba,Dwaraka Nagar Recreation Park,Dwaraka Nagar,Dwaraka Nagar Recreation Park Main Gate,1.1,13,1. Start at Jagadamba Junction. 2. Head toward Dwaraka Nagar along Dwaraka Nagar Main Road. 3. Continue straight for approximately 1.1 km passing local landmarks. 4. Dwaraka Nagar Recreation Park entrance gate (Dwaraka Nagar Recreation Park Main Gate) is on your right.,Jagadamba Junction,Dwaraka Nagar Recreation Park Main Gate,Dwaraka Nagar Main Road,Urban Road Walk,Yes,Yes,06:00-09:00 and 17:00-20:00,Moderate,No,"Dwaraka Nagar Market, RTC Complex, YSR Central Park",https://maps.google.com/?q=Dwaraka+Nagar+Recreation+Park+Visakhapatnam,"Walk from Jagadamba to Dwaraka Nagar Recreation Park in Dwaraka Nagar, Visakhapatnam. Approx 1.1 km, takes about 13 minutes on foot via Dwaraka Nagar Main Road."
WLK-1469,Kailasagiri,Dwaraka Nagar Recreation Park,Dwaraka Nagar,Dwaraka Nagar Recreation Park Main Gate,5.3,66,"1. Start at Kailasagiri Ropeway Base Station. 2. Head to the main road and follow signs toward Dwaraka Nagar. 3. Walk along Dwaraka Nagar Main Road for the first 2 km passing key junctions. 4. Continue for another 3.3 km following Dwaraka Nagar direction boards. 5. On reaching Dwaraka Nagar, follow the approach path. 6. Dwaraka Nagar Recreation Park entrance (Dwaraka Nagar Recreation Park Main Gate) is at the end of the approach road.",Kailasagiri Ropeway Base Station,Dwaraka Nagar Recreation Park Main Gate,Dwaraka Nagar Main Road,Mixed Road / Footpath Walk,Yes,Yes,06:00-09:00 and 17:00-20:00,Low,Yes,"Dwaraka Nagar Market, RTC Complex, YSR Central Park",https://maps.google.com/?q=Dwaraka+Nagar+Recreation+Park+Visakhapatnam,"Walk from Kailasagiri to Dwaraka Nagar Recreation Park in Dwaraka Nagar, Visakhapatnam. Approx 5.3 km, takes about 66 minutes on foot via Dwaraka Nagar Main Road."
WLK-1470,Kommadi,Dwaraka Nagar Recreation Park,Dwaraka Nagar,Dwaraka Nagar Recreation Park Main Gate,9.3,116,"1. Start at Kommadi Junction. 2. Head to the main road and follow signs toward Dwaraka Nagar. 3. Walk along Dwaraka Nagar Main Road for the first 2 km passing key junctions. 4. Continue for another 7.3 km following Dwaraka Nagar direction boards. 5. On reaching Dwaraka Nagar, follow the approach path. 6. Dwaraka Nagar Recreation Park entrance (Dwaraka Nagar Recreation Park Main Gate) is at the end of the approach road.",Kommadi Junction,Dwaraka Nagar Recreation Park Main Gate,Dwaraka Nagar Main Road,Mixed Road / Footpath Walk,Yes,Yes,06:00-09:00 and 17:00-20:00,Low,Yes,"Dwaraka Nagar Market, RTC Complex, YSR Central Park",https://maps.google.com/?q=Dwaraka+Nagar+Recreation+Park+Visakhapatnam,"Walk from Kommadi to Dwaraka Nagar Recreation Park in Dwaraka Nagar, Visakhapatnam. Approx 9.3 km, takes about 116 minutes on foot via Dwaraka Nagar Main Road."
WLK-1471,Kurmannapalem,Dwaraka Nagar Recreation Park,Dwaraka Nagar,Dwaraka Nagar Recreation Park Main Gate,6.5,81,"1. Start at Kurmannapalem Junction. 2. Head to the main road and follow signs toward Dwaraka Nagar. 3. Walk along Dwaraka Nagar Main Road for the first 2 km passing key junctions. 4. Continue for another 4.5 km following Dwaraka Nagar direction boards. 5. On reaching Dwaraka Nagar, follow the approach path. 6. Dwaraka Nagar Recreation Park entrance (Dwaraka Nagar Recreation Park Main Gate) is at the end of the approach road.",Kurmannapalem Junction,Dwaraka Nagar Recreation Park Main Gate,Dwaraka Nagar Main Road,Mixed Road / Footpath Walk,Yes,Yes,06:00-09:00 and 17:00-20:00,Low,Yes,"Dwaraka Nagar Market, RTC Complex, YSR Central Park",https://maps.google.com/?q=Dwaraka+Nagar+Recreation+Park+Visakhapatnam,"Walk from Kurmannapalem to Dwaraka Nagar Recreation Park in Dwaraka Nagar, Visakhapatnam. Approx 6.5 km, takes about 81 minutes on foot via Dwaraka Nagar Main Road."
WLK-1472,Lawson's Bay,Dwaraka Nagar Recreation Park,Dwaraka Nagar,Dwaraka Nagar Recreation Park Main Gate,4.0,50,"1. Start at Lawson's Bay Colony Junction. 2. Head to the main road and follow signs toward Dwaraka Nagar. 3. Walk along Dwaraka Nagar Main Road for the first 2 km passing key junctions. 4. Continue for another 2.0 km following Dwaraka Nagar direction boards. 5. On reaching Dwaraka Nagar, follow the approach path. 6. Dwaraka Nagar Recreation Park entrance (Dwaraka Nagar Recreation Park Main Gate) is at the end of the approach road.",Lawson's Bay Colony Junction,Dwaraka Nagar Recreation Park Main Gate,Dwaraka Nagar Main Road,Beachside / Coastal Footpath,Yes,Yes,06:00-09:00 and 17:00-20:00,Low,No,"Dwaraka Nagar Market, RTC Complex, YSR Central Park",https://maps.google.com/?q=Dwaraka+Nagar+Recreation+Park+Visakhapatnam,"Walk from Lawson's Bay to Dwaraka Nagar Recreation Park in Dwaraka Nagar, Visakhapatnam. Approx 4.0 km, takes about 50 minutes on foot via Dwaraka Nagar Main Road."
WLK-1473,MVP Colony,Dwaraka Nagar Recreation Park,Dwaraka Nagar,Dwaraka Nagar Recreation Park Main Gate,2.6,32,1. Start at MVP Colony Sector 7 Junction. 2. Walk along the main road toward Dwaraka Nagar. 3. Pass through the local junction and continue on Dwaraka Nagar Main Road. 4. After approx 2.6 km look for the Dwaraka Nagar signboard. 5. Turn at the park signboard and walk to Dwaraka Nagar Recreation Park entrance (Dwaraka Nagar Recreation Park Main Gate).,MVP Colony Sector 7 Junction,Dwaraka Nagar Recreation Park Main Gate,Dwaraka Nagar Main Road,Mixed Road / Footpath Walk,Yes,Yes,06:00-09:00 and 17:00-20:00,Moderate,No,"Dwaraka Nagar Market, RTC Complex, YSR Central Park",https://maps.google.com/?q=Dwaraka+Nagar+Recreation+Park+Visakhapatnam,"Walk from MVP Colony to Dwaraka Nagar Recreation Park in Dwaraka Nagar, Visakhapatnam. Approx 2.6 km, takes about 32 minutes on foot via Dwaraka Nagar Main Road."
WLK-1474,Maddilapalem,Dwaraka Nagar Recreation Park,Dwaraka Nagar,Dwaraka Nagar Recreation Park Main Gate,3.7,46,"1. Start at Maddilapalem Junction. 2. Head to the main road and follow signs toward Dwaraka Nagar. 3. Walk along Dwaraka Nagar Main Road for the first 2 km passing key junctions. 4. Continue for another 1.7 km following Dwaraka Nagar direction boards. 5. On reaching Dwaraka Nagar, follow the approach path. 6. Dwaraka Nagar Recreation Park entrance (Dwaraka Nagar Recreation Park Main Gate) is at the end of the approach road.",Maddilapalem Junction,Dwaraka Nagar Recreation Park Main Gate,Dwaraka Nagar Main Road,Mixed Road / Footpath Walk,Yes,Yes,06:00-09:00 and 17:00-20:00,Low,No,"Dwaraka Nagar Market, RTC Complex, YSR Central Park",https://maps.google.com/?q=Dwaraka+Nagar+Recreation+Park+Visakhapatnam,"Walk from Maddilapalem to Dwaraka Nagar Recreation Park in Dwaraka Nagar, Visakhapatnam. Approx 3.7 km, takes about 46 minutes on foot via Dwaraka Nagar Main Road."
WLK-1475,Madhurawada,Dwaraka Nagar Recreation Park,Dwaraka Nagar,Dwaraka Nagar Recreation Park Main Gate,10.9,136,"1. Start at Madhurawada Junction. 2. Head to the main road and follow signs toward Dwaraka Nagar. 3. Walk along Dwaraka Nagar Main Road for the first 2 km passing key junctions. 4. Continue for another 8.9 km following Dwaraka Nagar direction boards. 5. On reaching Dwaraka Nagar, follow the approach path. 6. Dwaraka Nagar Recreation Park entrance (Dwaraka Nagar Recreation Park Main Gate) is at the end of the approach road.",Madhurawada Junction,Dwaraka Nagar Recreation Park Main Gate,Dwaraka Nagar Main Road,Mixed Road / Footpath Walk,Yes,Yes,06:00-09:00 and 17:00-20:00,Low,Yes,"Dwaraka Nagar Market, RTC Complex, YSR Central Park",https://maps.google.com/?q=Dwaraka+Nagar+Recreation+Park+Visakhapatnam,"Walk from Madhurawada to Dwaraka Nagar Recreation Park in Dwaraka Nagar, Visakhapatnam. Approx 10.9 km, takes about 136 minutes on foot via Dwaraka Nagar Main Road."
WLK-1476,NAD Junction,Dwaraka Nagar Recreation Park,Dwaraka Nagar,Dwaraka Nagar Recreation Park Main Gate,4.5,56,"1. Start at NAD Junction. 2. Head to the main road and follow signs toward Dwaraka Nagar. 3. Walk along Dwaraka Nagar Main Road for the first 2 km passing key junctions. 4. Continue for another 2.5 km following Dwaraka Nagar direction boards. 5. On reaching Dwaraka Nagar, follow the approach path. 6. Dwaraka Nagar Recreation Park entrance (Dwaraka Nagar Recreation Park Main Gate) is at the end of the approach road.",NAD Junction,Dwaraka Nagar Recreation Park Main Gate,Dwaraka Nagar Main Road,Mixed Road / Footpath Walk,Yes,Yes,06:00-09:00 and 17:00-20:00,Low,No,"Dwaraka Nagar Market, RTC Complex, YSR Central Park",https://maps.google.com/?q=Dwaraka+Nagar+Recreation+Park+Visakhapatnam,"Walk from NAD Junction to Dwaraka Nagar Recreation Park in Dwaraka Nagar, Visakhapatnam. Approx 4.5 km, takes about 56 minutes on foot via Dwaraka Nagar Main Road."
WLK-1477,One Town,Dwaraka Nagar Recreation Park,Dwaraka Nagar,Dwaraka Nagar Recreation Park Main Gate,1.3,16,1. Start at One Town Bus Stop. 2. Head toward Dwaraka Nagar along Dwaraka Nagar Main Road. 3. Continue straight for approximately 1.3 km passing local landmarks. 4. Dwaraka Nagar Recreation Park entrance gate (Dwaraka Nagar Recreation Park Main Gate) is on your right.,One Town Bus Stop,Dwaraka Nagar Recreation Park Main Gate,Dwaraka Nagar Main Road,Urban Road Walk,Yes,Yes,06:00-09:00 and 17:00-20:00,Moderate,No,"Dwaraka Nagar Market, RTC Complex, YSR Central Park",https://maps.google.com/?q=Dwaraka+Nagar+Recreation+Park+Visakhapatnam,"Walk from One Town to Dwaraka Nagar Recreation Park in Dwaraka Nagar, Visakhapatnam. Approx 1.3 km, takes about 16 minutes on foot via Dwaraka Nagar Main Road."
WLK-1478,PM Palem,Dwaraka Nagar Recreation Park,Dwaraka Nagar,Dwaraka Nagar Recreation Park Main Gate,11.3,141,"1. Start at PM Palem Bus Stop. 2. Head to the main road and follow signs toward Dwaraka Nagar. 3. Walk along Dwaraka Nagar Main Road for the first 2 km passing key junctions. 4. Continue for another 9.3 km following Dwaraka Nagar direction boards. 5. On reaching Dwaraka Nagar, follow the approach path. 6. Dwaraka Nagar Recreation Park entrance (Dwaraka Nagar Recreation Park Main Gate) is at the end of the approach road.",PM Palem Bus Stop,Dwaraka Nagar Recreation Park Main Gate,Dwaraka Nagar Main Road,Mixed Road / Footpath Walk,Yes,Yes,06:00-09:00 and 17:00-20:00,Low,Yes,"Dwaraka Nagar Market, RTC Complex, YSR Central Park",https://maps.google.com/?q=Dwaraka+Nagar+Recreation+Park+Visakhapatnam,"Walk from PM Palem to Dwaraka Nagar Recreation Park in Dwaraka Nagar, Visakhapatnam. Approx 11.3 km, takes about 141 minutes on foot via Dwaraka Nagar Main Road."
WLK-1479,Pendurthi,Dwaraka Nagar Recreation Park,Dwaraka Nagar,Dwaraka Nagar Recreation Park Main Gate,11.8,147,"1. Start at Pendurthi Bus Stop. 2. Head to the main road and follow signs toward Dwaraka Nagar. 3. Walk along Dwaraka Nagar Main Road for the first 2 km passing key junctions. 4. Continue for another 9.8 km following Dwaraka Nagar direction boards. 5. On reaching Dwaraka Nagar, follow the approach path. 6. Dwaraka Nagar Recreation Park entrance (Dwaraka Nagar Recreation Park Main Gate) is at the end of the approach road.",Pendurthi Bus Stop,Dwaraka Nagar Recreation Park Main Gate,Dwaraka Nagar Main Road,Mixed Road / Footpath Walk,Yes,Yes,06:00-09:00 and 17:00-20:00,Low,Yes,"Dwaraka Nagar Market, RTC Complex, YSR Central Park",https://maps.google.com/?q=Dwaraka+Nagar+Recreation+Park+Visakhapatnam,"Walk from Pendurthi to Dwaraka Nagar Recreation Park in Dwaraka Nagar, Visakhapatnam. Approx 11.8 km, takes about 147 minutes on foot via Dwaraka Nagar Main Road."
WLK-1480,Poorna Market,Dwaraka Nagar Recreation Park,Dwaraka Nagar,Dwaraka Nagar Recreation Park Main Gate,1.3,16,1. Start at Poorna Market Junction. 2. Head toward Dwaraka Nagar along Dwaraka Nagar Main Road. 3. Continue straight for approximately 1.3 km passing local landmarks. 4. Dwaraka Nagar Recreation Park entrance gate (Dwaraka Nagar Recreation Park Main Gate) is on your right.,Poorna Market Junction,Dwaraka Nagar Recreation Park Main Gate,Dwaraka Nagar Main Road,Urban Road Walk,Yes,Yes,06:00-09:00 and 17:00-20:00,Moderate,No,"Dwaraka Nagar Market, RTC Complex, YSR Central Park",https://maps.google.com/?q=Dwaraka+Nagar+Recreation+Park+Visakhapatnam,"Walk from Poorna Market to Dwaraka Nagar Recreation Park in Dwaraka Nagar, Visakhapatnam. Approx 1.3 km, takes about 16 minutes on foot via Dwaraka Nagar Main Road."
WLK-1481,RK Beach,Dwaraka Nagar Recreation Park,Dwaraka Nagar,Dwaraka Nagar Recreation Park Main Gate,3.2,40,"1. Start at RK Beach Bus Stop / Submarine Museum. 2. Head to the main road and follow signs toward Dwaraka Nagar. 3. Walk along Dwaraka Nagar Main Road for the first 2 km passing key junctions. 4. Continue for another 1.2 km following Dwaraka Nagar direction boards. 5. On reaching Dwaraka Nagar, follow the approach path. 6. Dwaraka Nagar Recreation Park entrance (Dwaraka Nagar Recreation Park Main Gate) is at the end of the approach road.",RK Beach Bus Stop / Submarine Museum,Dwaraka Nagar Recreation Park Main Gate,Dwaraka Nagar Main Road,Beachside / Coastal Footpath,Yes,Yes,06:00-09:00 and 17:00-20:00,Low,No,"Dwaraka Nagar Market, RTC Complex, YSR Central Park",https://maps.google.com/?q=Dwaraka+Nagar+Recreation+Park+Visakhapatnam,"Walk from RK Beach to Dwaraka Nagar Recreation Park in Dwaraka Nagar, Visakhapatnam. Approx 3.2 km, takes about 40 minutes on foot via Dwaraka Nagar Main Road."
WLK-1482,RTC Complex,Dwaraka Nagar Recreation Park,Dwaraka Nagar,Dwaraka Nagar Recreation Park Main Gate,0.7,8,1. Start at RTC Complex Bus Stop. 2. Head toward Dwaraka Nagar along Dwaraka Nagar Main Road. 3. Continue straight for approximately 0.7 km passing local landmarks. 4. Dwaraka Nagar Recreation Park entrance gate (Dwaraka Nagar Recreation Park Main Gate) is on your right.,RTC Complex Bus Stop,Dwaraka Nagar Recreation Park Main Gate,Dwaraka Nagar Main Road,Neighbourhood Footpath,Yes,Yes,06:00-09:00 and 17:00-20:00,Moderate,No,"Dwaraka Nagar Market, RTC Complex, YSR Central Park",https://maps.google.com/?q=Dwaraka+Nagar+Recreation+Park+Visakhapatnam,"Walk from RTC Complex to Dwaraka Nagar Recreation Park in Dwaraka Nagar, Visakhapatnam. Approx 0.7 km, takes about 8 minutes on foot via Dwaraka Nagar Main Road."
WLK-1483,Railway Station,Dwaraka Nagar Recreation Park,Dwaraka Nagar,Dwaraka Nagar Recreation Park Main Gate,1.3,16,1. Start at Visakhapatnam Railway Station. 2. Head toward Dwaraka Nagar along Dwaraka Nagar Main Road. 3. Continue straight for approximately 1.3 km passing local landmarks. 4. Dwaraka Nagar Recreation Park entrance gate (Dwaraka Nagar Recreation Park Main Gate) is on your right.,Visakhapatnam Railway Station,Dwaraka Nagar Recreation Park Main Gate,Dwaraka Nagar Main Road,Urban Road Walk,Yes,Yes,06:00-09:00 and 17:00-20:00,Moderate,No,"Dwaraka Nagar Market, RTC Complex, YSR Central Park",https://maps.google.com/?q=Dwaraka+Nagar+Recreation+Park+Visakhapatnam,"Walk from Railway Station to Dwaraka Nagar Recreation Park in Dwaraka Nagar, Visakhapatnam. Approx 1.3 km, takes about 16 minutes on foot via Dwaraka Nagar Main Road."
WLK-1484,Rushikonda,Dwaraka Nagar Recreation Park,Dwaraka Nagar,Dwaraka Nagar Recreation Park Main Gate,9.5,118,"1. Start at Rushikonda Beach Bus Stop. 2. Head to the main road and follow signs toward Dwaraka Nagar. 3. Walk along Dwaraka Nagar Main Road for the first 2 km passing key junctions. 4. Continue for another 7.5 km following Dwaraka Nagar direction boards. 5. On reaching Dwaraka Nagar, follow the approach path. 6. Dwaraka Nagar Recreation Park entrance (Dwaraka Nagar Recreation Park Main Gate) is at the end of the approach road.",Rushikonda Beach Bus Stop,Dwaraka Nagar Recreation Park Main Gate,Dwaraka Nagar Main Road,Beachside / Coastal Footpath,Yes,Yes,06:00-09:00 and 17:00-20:00,Low,Yes,"Dwaraka Nagar Market, RTC Complex, YSR Central Park",https://maps.google.com/?q=Dwaraka+Nagar+Recreation+Park+Visakhapatnam,"Walk from Rushikonda to Dwaraka Nagar Recreation Park in Dwaraka Nagar, Visakhapatnam. Approx 9.5 km, takes about 118 minutes on foot via Dwaraka Nagar Main Road."
WLK-1485,Scindia,Dwaraka Nagar Recreation Park,Dwaraka Nagar,Dwaraka Nagar Recreation Park Main Gate,12.1,151,"1. Start at Scindia Bus Stop. 2. Head to the main road and follow signs toward Dwaraka Nagar. 3. Walk along Dwaraka Nagar Main Road for the first 2 km passing key junctions. 4. Continue for another 10.1 km following Dwaraka Nagar direction boards. 5. On reaching Dwaraka Nagar, follow the approach path. 6. Dwaraka Nagar Recreation Park entrance (Dwaraka Nagar Recreation Park Main Gate) is at the end of the approach road.",Scindia Bus Stop,Dwaraka Nagar Recreation Park Main Gate,Dwaraka Nagar Main Road,Mixed Road / Footpath Walk,Yes,Yes,06:00-09:00 and 17:00-20:00,Low,Yes,"Dwaraka Nagar Market, RTC Complex, YSR Central Park",https://maps.google.com/?q=Dwaraka+Nagar+Recreation+Park+Visakhapatnam,"Walk from Scindia to Dwaraka Nagar Recreation Park in Dwaraka Nagar, Visakhapatnam. Approx 12.1 km, takes about 151 minutes on foot via Dwaraka Nagar Main Road."
WLK-1486,Seethammadhara,Dwaraka Nagar Recreation Park,Dwaraka Nagar,Dwaraka Nagar Recreation Park Main Gate,2.5,31,1. Start at Seethammadhara Junction. 2. Walk along the main road toward Dwaraka Nagar. 3. Pass through the local junction and continue on Dwaraka Nagar Main Road. 4. After approx 2.5 km look for the Dwaraka Nagar signboard. 5. Turn at the park signboard and walk to Dwaraka Nagar Recreation Park entrance (Dwaraka Nagar Recreation Park Main Gate).,Seethammadhara Junction,Dwaraka Nagar Recreation Park Main Gate,Dwaraka Nagar Main Road,Urban Road Walk,Yes,Yes,06:00-09:00 and 17:00-20:00,Moderate,No,"Dwaraka Nagar Market, RTC Complex, YSR Central Park",https://maps.google.com/?q=Dwaraka+Nagar+Recreation+Park+Visakhapatnam,"Walk from Seethammadhara to Dwaraka Nagar Recreation Park in Dwaraka Nagar, Visakhapatnam. Approx 2.5 km, takes about 31 minutes on foot via Dwaraka Nagar Main Road."
WLK-1487,Siripuram,Dwaraka Nagar Recreation Park,Dwaraka Nagar,Dwaraka Nagar Recreation Park Main Gate,1.6,20,1. Start at Siripuram Circle. 2. Walk along the main road toward Dwaraka Nagar. 3. Pass through the local junction and continue on Dwaraka Nagar Main Road. 4. After approx 1.6 km look for the Dwaraka Nagar signboard. 5. Turn at the park signboard and walk to Dwaraka Nagar Recreation Park entrance (Dwaraka Nagar Recreation Park Main Gate).,Siripuram Circle,Dwaraka Nagar Recreation Park Main Gate,Dwaraka Nagar Main Road,Urban Road Walk,Yes,Yes,06:00-09:00 and 17:00-20:00,Moderate,No,"Dwaraka Nagar Market, RTC Complex, YSR Central Park",https://maps.google.com/?q=Dwaraka+Nagar+Recreation+Park+Visakhapatnam,"Walk from Siripuram to Dwaraka Nagar Recreation Park in Dwaraka Nagar, Visakhapatnam. Approx 1.6 km, takes about 20 minutes on foot via Dwaraka Nagar Main Road."
WLK-1488,Steel Plant,Dwaraka Nagar Recreation Park,Dwaraka Nagar,Dwaraka Nagar Recreation Park Main Gate,8.7,108,"1. Start at Steel Plant Gate Bus Stop. 2. Head to the main road and follow signs toward Dwaraka Nagar. 3. Walk along Dwaraka Nagar Main Road for the first 2 km passing key junctions. 4. Continue for another 6.7 km following Dwaraka Nagar direction boards. 5. On reaching Dwaraka Nagar, follow the approach path. 6. Dwaraka Nagar Recreation Park entrance (Dwaraka Nagar Recreation Park Main Gate) is at the end of the approach road.",Steel Plant Gate Bus Stop,Dwaraka Nagar Recreation Park Main Gate,Dwaraka Nagar Main Road,Mixed Road / Footpath Walk,Yes,Yes,06:00-09:00 and 17:00-20:00,Low,Yes,"Dwaraka Nagar Market, RTC Complex, YSR Central Park",https://maps.google.com/?q=Dwaraka+Nagar+Recreation+Park+Visakhapatnam,"Walk from Steel Plant to Dwaraka Nagar Recreation Park in Dwaraka Nagar, Visakhapatnam. Approx 8.7 km, takes about 108 minutes on foot via Dwaraka Nagar Main Road."
WLK-1489,Simhachalam,Dwaraka Nagar Recreation Park,Dwaraka Nagar,Dwaraka Nagar Recreation Park Main Gate,7.4,92,"1. Start at Simhachalam Temple Junction. 2. Head to the main road and follow signs toward Dwaraka Nagar. 3. Walk along Dwaraka Nagar Main Road for the first 2 km passing key junctions. 4. Continue for another 5.4 km following Dwaraka Nagar direction boards. 5. On reaching Dwaraka Nagar, follow the approach path. 6. Dwaraka Nagar Recreation Park entrance (Dwaraka Nagar Recreation Park Main Gate) is at the end of the approach road.",Simhachalam Temple Junction,Dwaraka Nagar Recreation Park Main Gate,Dwaraka Nagar Main Road,Mixed Road / Footpath Walk,Yes,Yes,06:00-09:00 and 17:00-20:00,Low,Yes,"Dwaraka Nagar Market, RTC Complex, YSR Central Park",https://maps.google.com/?q=Dwaraka+Nagar+Recreation+Park+Visakhapatnam,"Walk from Simhachalam to Dwaraka Nagar Recreation Park in Dwaraka Nagar, Visakhapatnam. Approx 7.4 km, takes about 92 minutes on foot via Dwaraka Nagar Main Road."
WLK-1490,Airport,Gajuwaka Community Park,Gajuwaka,Gajuwaka Community Park Main Gate,4.9,61,"1. Start at Visakhapatnam Airport Gate. 2. Head to the main road and follow signs toward Gajuwaka. 3. Walk along Gajuwaka Main Road for the first 2 km passing key junctions. 4. Continue for another 2.9 km following Gajuwaka direction boards. 5. On reaching Gajuwaka, follow the approach path. 6. Gajuwaka Community Park entrance (Gajuwaka Community Park Main Gate) is at the end of the approach road.",Visakhapatnam Airport Gate,Gajuwaka Community Park Main Gate,Gajuwaka Main Road,Mixed Road / Footpath Walk,Yes,Yes,06:00-09:00 and 17:00-20:00,Low,No,"Gajuwaka Market, Steel Plant, HPCL Township",https://maps.google.com/?q=Gajuwaka+Community+Park+Visakhapatnam,"Walk from Airport to Gajuwaka Community Park in Gajuwaka, Visakhapatnam. Approx 4.9 km, takes about 61 minutes on foot via Gajuwaka Main Road."
WLK-1491,Arilova,Gajuwaka Community Park,Gajuwaka,Gajuwaka Community Park Main Gate,2.6,32,1. Start at Arilova Bus Stop. 2. Walk along the main road toward Gajuwaka. 3. Pass through the local junction and continue on Gajuwaka Main Road. 4. After approx 2.6 km look for the Gajuwaka signboard. 5. Turn at the park signboard and walk to Gajuwaka Community Park entrance (Gajuwaka Community Park Main Gate).,Arilova Bus Stop,Gajuwaka Community Park Main Gate,Gajuwaka Main Road,Mixed Road / Footpath Walk,Yes,Yes,06:00-09:00 and 17:00-20:00,Moderate,No,"Gajuwaka Market, Steel Plant, HPCL Township",https://maps.google.com/?q=Gajuwaka+Community+Park+Visakhapatnam,"Walk from Arilova to Gajuwaka Community Park in Gajuwaka, Visakhapatnam. Approx 2.6 km, takes about 32 minutes on foot via Gajuwaka Main Road."
WLK-1492,Asilmetta,Gajuwaka Community Park,Gajuwaka,Gajuwaka Community Park Main Gate,10.0,125,"1. Start at Asilmetta Junction. 2. Head to the main road and follow signs toward Gajuwaka. 3. Walk along Gajuwaka Main Road for the first 2 km passing key junctions. 4. Continue for another 8.0 km following Gajuwaka direction boards. 5. On reaching Gajuwaka, follow the approach path. 6. Gajuwaka Community Park entrance (Gajuwaka Community Park Main Gate) is at the end of the approach road.",Asilmetta Junction,Gajuwaka Community Park Main Gate,Gajuwaka Main Road,Mixed Road / Footpath Walk,Yes,Yes,06:00-09:00 and 17:00-20:00,Low,Yes,"Gajuwaka Market, Steel Plant, HPCL Township",https://maps.google.com/?q=Gajuwaka+Community+Park+Visakhapatnam,"Walk from Asilmetta to Gajuwaka Community Park in Gajuwaka, Visakhapatnam. Approx 10.0 km, takes about 125 minutes on foot via Gajuwaka Main Road."
WLK-1493,Auto Nagar,Gajuwaka Community Park,Gajuwaka,Gajuwaka Community Park Main Gate,0.9,11,1. Start at Auto Nagar Junction. 2. Head toward Gajuwaka along Gajuwaka Main Road. 3. Continue straight for approximately 0.9 km passing local landmarks. 4. Gajuwaka Community Park entrance gate (Gajuwaka Community Park Main Gate) is on your right.,Auto Nagar Junction,Gajuwaka Community Park Main Gate,Gajuwaka Main Road,Neighbourhood Footpath,Yes,Yes,06:00-09:00 and 17:00-20:00,Moderate,No,"Gajuwaka Market, Steel Plant, HPCL Township",https://maps.google.com/?q=Gajuwaka+Community+Park+Visakhapatnam,"Walk from Auto Nagar to Gajuwaka Community Park in Gajuwaka, Visakhapatnam. Approx 0.9 km, takes about 11 minutes on foot via Gajuwaka Main Road."
