"route_id,source_area,hospital_name,hospital_area,nearest_bus_stop,bus_number,bus_type,major_stops,distance_km,estimated_duration,ticket_price,first_bus,last_bus,frequency_minutes,walking_distance_from_stop_km,emergency_friendly,tourist_friendly,description"
"VZG00001,Gajuwaka,4S Multispeciality Hospital,Gajuwaka,Gajuwaka Bus Stop,28,City Bus,""Gajuwaka Junction, Gajuwaka Market, Hospital Zone"",1.5,9 mins,Rs.10,05:30,22:00,10,0.3,No,No,""APSRTC bus 28 from Gajuwaka to 4S Multispeciality Hospital in Gajuwaka. Passes through Gajuwaka, Major Junction, Gajuwaka. Approx 1.5 km, 9 mins."""
"VZG01534,PM Palem,KIMS Hospitals Speciality Clinics - MVP Colony,MVP Colony,MVP Colony Bus Stop,99M,Express,""PM Palem, Madhurawada, Seethammadhara, MVP Colony"",37.7,118 mins,Rs.40,05:30,22:00,30,0.8,Partial,No,""APSRTC bus 99M from PM Palem to KIMS Hospitals Speciality Clinics - MVP Colony in MVP Colony. Passes through PM Palem, Major Junction, MVP Colony. Approx 37.7 km, 118 mins."""
"VZG01535,MVP Colony,KIMS Hospitals Speciality Clinics - MVP Colony,MVP Colony,MVP Colony Bus Stop,28M,City Bus,""MVP Colony Junction, MVP Colony Market"",1.5,9 mins,Rs.10,05:30,22:00,10,0.3,Yes,No,""APSRTC bus 28M from MVP Colony to KIMS Hospitals Speciality Clinics - MVP Colony in MVP Colony. Passes through MVP Colony, Major Junction, MVP Colony. Approx 1.5 km, 9 mins."""
"VZG01536,Siripuram,KIMS Hospitals Speciality Clinics - MVP Colony,MVP Colony,MVP Colony Bus Stop,28M,City Bus,""Siripuram, Jagadamba, Seethammadhara, MVP Colony"",2.2,11 mins,Rs.10,05:30,22:00,10,0.3,Yes,No,""APSRTC bus 28M from Siripuram to KIMS Hospitals Speciality Clinics - MVP Colony in MVP Colony. Passes through Siripuram, Major Junction, MVP Colony. Approx 2.2 km, 11 mins."""
"VZG01537,Dwaraka Nagar,KIMS Hospitals Speciality Clinics - MVP Colony,MVP Colony,MVP Colony Bus Stop,28M,City Bus,""Dwaraka Nagar, Jagadamba, Seethammadhara, MVP Colony"",3.1,14 mins,Rs.10,05:30,22:00,15,0.3,Yes,No,""APSRTC bus 28M from Dwaraka Nagar to KIMS Hospitals Speciality Clinics - MVP Colony in MVP Colony. Passes through Dwaraka Nagar, Major Junction, MVP Colony. Approx 3.1 km, 14 mins."""
"VZG01538,Maddilapalem,KIMS Hospitals Speciality Clinics - MVP Colony,MVP Colony,MVP Colony Bus Stop,28M,City Bus,""Maddilapalem, Seethammadhara, MVP Colony"",4.4,18 mins,Rs.10,05:30,22:00,15,0.3,Yes,No,""APSRTC bus 28M from Maddilapalem to KIMS Hospitals Speciality Clinics - MVP Colony in MVP Colony. Passes through Maddilapalem, Major Junction, MVP Colony. Approx 4.4 km, 18 mins."""
"VZG01539,NAD Junction,KIMS Hospitals Speciality Clinics - MVP Colony,MVP Colony,MVP Colony Bus Stop,39M,Express,""NAD Junction, Dondaparthy, Seethammadhara, MVP Colony"",23.8,76 mins,Rs.30,05:30,22:00,30,0.8,Partial,No,""APSRTC bus 39M from NAD Junction to KIMS Hospitals Speciality Clinics - MVP Colony in MVP Colony. Passes through NAD Junction, Major Junction, MVP Colony. Approx 23.8 km, 76 mins."""
"VZG01540,Seethammadhara,KIMS Hospitals Speciality Clinics - MVP Colony,MVP Colony,MVP Colony Bus Stop,28M,City Bus,""Seethammadhara, Dondaparthy, Seethammadhara, MVP Colony"",8.8,31 mins,Rs.15,05:30,22:00,20,0.5,Yes,No,""APSRTC bus 28M from Seethammadhara to KIMS Hospitals Speciality Clinics - MVP Colony in MVP Colony. Passes through Seethammadhara, Major Junction, MVP Colony. Approx 8.8 km, 31 mins."""
"VZG01541,Jagadamba,KIMS Hospitals Speciality Clinics - MVP Colony,MVP Colony,MVP Colony Bus Stop,28M,City Bus,""Jagadamba, Siripuram, Seethammadhara, MVP Colony"",7.9,28 mins,Rs.15,05:30,22:00,15,0.5,Yes,No,""APSRTC bus 28M from Jagadamba to KIMS Hospitals Speciality Clinics - MVP Colony in MVP Colony. Passes through Jagadamba, Major Junction, MVP Colony. Approx 7.9 km, 28 mins."""
"VZG01542,Asilmetta,KIMS Hospitals Speciality Clinics - MVP Colony,MVP Colony,MVP Colony Bus Stop,28M,City Bus,""Asilmetta, Jagadamba, Seethammadhara, MVP Colony"",9.3,32 mins,Rs.15,05:30,22:00,20,0.5,Yes,No,""APSRTC bus 28M from Asilmetta to KIMS Hospitals Speciality Clinics - MVP Colony in MVP Colony. Passes through Asilmetta, Major Junction, MVP Colony. Approx 9.3 km, 32 mins."""
"VZG01543,Railway Station,KIMS Hospitals Speciality Clinics - MVP Colony,MVP Colony,MVP Colony Bus Stop,28M,Semi-Express,""Railway Station, RTC Complex, Seethammadhara, MVP Colony"",12.8,43 mins,Rs.20,05:30,22:00,20,0.5,Yes,No,""APSRTC bus 28M from Railway Station to KIMS Hospitals Speciality Clinics - MVP Colony in MVP Colony. Passes through Railway Station, Major Junction, MVP Colony. Approx 12.8 km, 43 mins."""
"VZG01544,RTC Complex,KIMS Hospitals Speciality Clinics - MVP Colony,MVP Colony,MVP Colony Bus Stop,28M,Semi-Express,""RTC Complex, Jagadamba, Seethammadhara, MVP Colony"",11.0,38 mins,Rs.20,05:30,22:00,20,0.5,Yes,No,""APSRTC bus 28M from RTC Complex to KIMS Hospitals Speciality Clinics - MVP Colony in MVP Colony. Passes through RTC Complex, Major Junction, MVP Colony. Approx 11.0 km, 38 mins."""
"VZG01545,Airport,KIMS Hospitals Speciality Clinics - MVP Colony,MVP Colony,MVP Colony Bus Stop,38AM,Express,""Airport, Bhimli Road, Seethammadhara, MVP Colony"",29.4,93 mins,Rs.35,05:30,22:00,30,0.8,Partial,No,""APSRTC bus 38AM from Airport to KIMS Hospitals Speciality Clinics - MVP Colony in MVP Colony. Passes through Airport, Major Junction, MVP Colony. Approx 29.4 km, 93 mins."""
"VZG01546,Pendurthi,KIMS Hospitals Speciality Clinics - MVP Colony,MVP Colony,MVP Colony Bus Stop,39PM,Express,""Pendurthi, Marripalem, Seethammadhara, MVP Colony"",42.7,133 mins,Rs.40,05:30,22:00,30,0.8,Partial,No,""APSRTC bus 39PM from Pendurthi to KIMS Hospitals Speciality Clinics - MVP Colony in MVP Colony. Passes through Pendurthi, Major Junction, MVP Colony. Approx 42.7 km, 133 mins."""
"VZG01547,Gopalapatnam,KIMS Hospitals Speciality Clinics - MVP Colony,MVP Colony,MVP Colony Bus Stop,39GM,Express,""Gopalapatnam, NAD Junction, Seethammadhara, MVP Colony"",24.6,78 mins,Rs.30,05:30,22:00,30,0.8,Partial,No,""APSRTC bus 39GM from Gopalapatnam to KIMS Hospitals Speciality Clinics - MVP Colony in MVP Colony. Passes through Gopalapatnam, Major Junction, MVP Colony. Approx 24.6 km, 78 mins."""
"VZG01548,Kurmannapalem,KIMS Hospitals Speciality Clinics - MVP Colony,MVP Colony,MVP Colony Bus Stop,39KNM,Express,""Kurmannapalem, NAD Junction, Seethammadhara, MVP Colony"",29.5,93 mins,Rs.35,05:30,22:00,30,0.8,Partial,No,""APSRTC bus 39KNM from Kurmannapalem to KIMS Hospitals Speciality Clinics - MVP Colony in MVP Colony. Passes through Kurmannapalem, Major Junction, MVP Colony. Approx 29.5 km, 93 mins."""
"VZG01549,Auto Nagar,KIMS Hospitals Speciality Clinics - MVP Colony,MVP Colony,MVP Colony Bus Stop,400M,Express,""Auto Nagar, Kancharapalem, Seethammadhara, MVP Colony"",32.5,102 mins,Rs.35,05:30,22:00,30,0.8,Partial,No,""APSRTC bus 400M from Auto Nagar to KIMS Hospitals Speciality Clinics - MVP Colony in MVP Colony. Passes through Auto Nagar, Major Junction, MVP Colony. Approx 32.5 km, 102 mins."""
"VZG01550,Steel Plant,KIMS Hospitals Speciality Clinics - MVP Colony,MVP Colony,MVP Colony Bus Stop,400M,Express,""Steel Plant, Gajuwaka, Seethammadhara, MVP Colony"",36.4,114 mins,Rs.40,05:30,22:00,30,0.8,Partial,No,""APSRTC bus 400M from Steel Plant to KIMS Hospitals Speciality Clinics - MVP Colony in MVP Colony. Passes through Steel Plant, Major Junction, MVP Colony. Approx 36.4 km, 114 mins."""
"VZG01551,Scindia,KIMS Hospitals Speciality Clinics - MVP Colony,MVP Colony,MVP Colony Bus Stop,28SCM,Semi-Express,""Scindia, One Town, Seethammadhara, MVP Colony"",14.1,47 mins,Rs.20,05:30,22:00,20,0.5,Yes,No,""APSRTC bus 28SCM from Scindia to KIMS Hospitals Speciality Clinics - MVP Colony in MVP Colony. Passes through Scindia, Major Junction, MVP Colony. Approx 14.1 km, 47 mins."""
"VZG01552,One Town,KIMS Hospitals Speciality Clinics - MVP Colony,MVP Colony,MVP Colony Bus Stop,28OTM,Semi-Express,""One Town, RTC Complex, Seethammadhara, MVP Colony"",15.9,52 mins,Rs.25,05:30,22:00,30,0.8,Partial,No,""APSRTC bus 28OTM from One Town to KIMS Hospitals Speciality Clinics - MVP Colony in MVP Colony. Passes through One Town, Major Junction, MVP Colony. Approx 15.9 km, 52 mins."""
"VZG01553,Poorna Market,KIMS Hospitals Speciality Clinics - MVP Colony,MVP Colony,MVP Colony Bus Stop,28PMM,Semi-Express,""Poorna Market, One Town, Seethammadhara, MVP Colony"",15.6,51 mins,Rs.25,05:30,22:00,30,0.8,Partial,No,""APSRTC bus 28PMM from Poorna Market to KIMS Hospitals Speciality Clinics - MVP Colony in MVP Colony. Passes through Poorna Market, Major Junction, MVP Colony. Approx 15.6 km, 51 mins."""
"VZG01554,RK Beach,KIMS Hospitals Speciality Clinics - MVP Colony,MVP Colony,MVP Colony Bus Stop,28RKM,City Bus,""RK Beach, Siripuram, Seethammadhara, MVP Colony"",4.9,19 mins,Rs.10,05:30,22:00,15,0.3,Yes,No,""APSRTC bus 28RKM from RK Beach to KIMS Hospitals Speciality Clinics - MVP Colony in MVP Colony. Passes through RK Beach, Major Junction, MVP Colony. Approx 4.9 km, 19 mins."""
"VZG01555,Rushikonda,KIMS Hospitals Speciality Clinics - MVP Colony,MVP Colony,MVP Colony Bus Stop,99RM,Express,""Rushikonda, Kommadi, Seethammadhara, MVP Colony"",37.5,117 mins,Rs.40,06:00,21:00,30,0.8,Partial,No,""APSRTC bus 99RM from Rushikonda to KIMS Hospitals Speciality Clinics - MVP Colony in MVP Colony. Passes through Rushikonda, Major Junction, MVP Colony. Approx 37.5 km, 117 mins."""
"VZG01556,Lawson's Bay,KIMS Hospitals Speciality Clinics - MVP Colony,MVP Colony,MVP Colony Bus Stop,28LBM,Semi-Express,""Lawson's Bay, Siripuram, Seethammadhara, MVP Colony"",16.0,53 mins,Rs.25,06:00,21:00,30,0.8,Partial,No,""APSRTC bus 28LBM from Lawson's Bay to KIMS Hospitals Speciality Clinics - MVP Colony in MVP Colony. Passes through Lawson's Bay, Major Junction, MVP Colony. Approx 16.0 km, 53 mins."""
"VZG01557,Hanumanthuwaka,KIMS Hospitals Speciality Clinics - MVP Colony,MVP Colony,MVP Colony Bus Stop,28HM,Semi-Express,""Hanumanthuwaka, Madhavadhara, Seethammadhara, MVP Colony"",15.6,51 mins,Rs.25,05:30,22:00,30,0.8,Partial,No,""APSRTC bus 28HM from Hanumanthuwaka to KIMS Hospitals Speciality Clinics - MVP Colony in MVP Colony. Passes through Hanumanthuwaka, Major Junction, MVP Colony. Approx 15.6 km, 51 mins."""
"VZG01558,Arilova,KIMS Hospitals Speciality Clinics - MVP Colony,MVP Colony,MVP Colony Bus Stop,99ARM,Express,""Arilova, NAD Junction, Seethammadhara, MVP Colony"",24.3,77 mins,Rs.30,05:30,22:00,30,0.8,Partial,No,""APSRTC bus 99ARM from Arilova to KIMS Hospitals Speciality Clinics - MVP Colony in MVP Colony. Passes through Arilova, Major Junction, MVP Colony. Approx 24.3 km, 77 mins."""
"VZG01559,Beach Road,KIMS Hospitals Speciality Clinics - MVP Colony,MVP Colony,MVP Colony Bus Stop,28BRM,City Bus,""Beach Road, Siripuram, Seethammadhara, MVP Colony"",4.9,19 mins,Rs.10,05:30,22:00,15,0.3,Yes,No,""APSRTC bus 28BRM from Beach Road to KIMS Hospitals Speciality Clinics - MVP Colony in MVP Colony. Passes through Beach Road, Major Junction, MVP Colony. Approx 4.9 km, 19 mins."""
"VZG01560,Kailasagiri,KIMS Hospitals Speciality Clinics - MVP Colony,MVP Colony,MVP Colony Bus Stop,28KGM,Semi-Express,""Kailasagiri, RK Beach, Seethammadhara, MVP Colony"",11.8,40 mins,Rs.20,06:00,21:00,20,0.5,Yes,No,""APSRTC bus 28KGM from Kailasagiri to KIMS Hospitals Speciality Clinics - MVP Colony in MVP Colony. Passes through Kailasagiri, Major Junction, MVP Colony. Approx 11.8 km, 40 mins."""
"VZG01561,Gajuwaka,Srinivas Pulse Medical Center,MVP Colony,MVP Colony Junction,28M,Express,""Gajuwaka, Dondaparthy, Seethammadhara, MVP Colony"",40.4,126 mins,Rs.40,05:30,22:00,30,0.8,No,No,""APSRTC bus 28M from Gajuwaka to Srinivas Pulse Medical Center in MVP Colony. Passes through Gajuwaka, Major Junction, MVP Colony. Approx 40.4 km, 126 mins."""
"VZG01562,Kommadi,Srinivas Pulse Medical Center,MVP Colony,MVP Colony Junction,99M,Express,""Kommadi, NAD Junction, Seethammadhara, MVP Colony"",29.4,93 mins,Rs.35,05:30,22:00,30,0.8,No,No,""APSRTC bus 99M from Kommadi to Srinivas Pulse Medical Center in MVP Colony. Passes through Kommadi, Major Junction, MVP Colony. Approx 29.4 km, 93 mins."""
"VZG01563,Madhurawada,Srinivas Pulse Medical Center,MVP Colony,MVP Colony Junction,99M,Express,""Madhurawada, NAD Junction, Seethammadhara, MVP Colony"",33.3,104 mins,Rs.35,05:30,22:00,30,0.8,No,No,""APSRTC bus 99M from Madhurawada to Srinivas Pulse Medical Center in MVP Colony. Passes through Madhurawada, Major Junction, MVP Colony. Approx 33.3 km, 104 mins."""
"VZG01564,PM Palem,Srinivas Pulse Medical Center,MVP Colony,MVP Colony Junction,99M,Express,""PM Palem, Madhurawada, Seethammadhara, MVP Colony"",37.7,118 mins,Rs.40,05:30,22:00,30,0.8,No,No,""APSRTC bus 99M from PM Palem to Srinivas Pulse Medical Center in MVP Colony. Passes through PM Palem, Major Junction, MVP Colony. Approx 37.7 km, 118 mins."""
"VZG01565,MVP Colony,Srinivas Pulse Medical Center,MVP Colony,MVP Colony Junction,28M,City Bus,""MVP Colony Junction, MVP Colony Market"",1.5,9 mins,Rs.10,05:30,22:00,10,0.3,No,No,""APSRTC bus 28M from MVP Colony to Srinivas Pulse Medical Center in MVP Colony. Passes through MVP Colony, Major Junction, MVP Colony. Approx 1.5 km, 9 mins."""
"VZG01566,Siripuram,Srinivas Pulse Medical Center,MVP Colony,MVP Colony Junction,28M,City Bus,""Siripuram, Jagadamba, Seethammadhara, MVP Colony"",2.2,11 mins,Rs.10,05:30,22:00,10,0.3,No,No,""APSRTC bus 28M from Siripuram to Srinivas Pulse Medical Center in MVP Colony. Passes through Siripuram, Major Junction, MVP Colony. Approx 2.2 km, 11 mins."""
"VZG01567,Dwaraka Nagar,Srinivas Pulse Medical Center,MVP Colony,MVP Colony Junction,28M,City Bus,""Dwaraka Nagar, Jagadamba, Seethammadhara, MVP Colony"",3.1,14 mins,Rs.10,05:30,22:00,15,0.3,No,No,""APSRTC bus 28M from Dwaraka Nagar to Srinivas Pulse Medical Center in MVP Colony. Passes through Dwaraka Nagar, Major Junction, MVP Colony. Approx 3.1 km, 14 mins."""
"VZG01568,Maddilapalem,Srinivas Pulse Medical Center,MVP Colony,MVP Colony Junction,28M,City Bus,""Maddilapalem, Seethammadhara, MVP Colony"",4.4,18 mins,Rs.10,05:30,22:00,15,0.3,No,No,""APSRTC bus 28M from Maddilapalem to Srinivas Pulse Medical Center in MVP Colony. Passes through Maddilapalem, Major Junction, MVP Colony. Approx 4.4 km, 18 mins."""
"VZG01569,NAD Junction,Srinivas Pulse Medical Center,MVP Colony,MVP Colony Junction,39M,Express,""NAD Junction, Dondaparthy, Seethammadhara, MVP Colony"",23.8,76 mins,Rs.30,05:30,22:00,30,0.8,No,No,""APSRTC bus 39M from NAD Junction to Srinivas Pulse Medical Center in MVP Colony. Passes through NAD Junction, Major Junction, MVP Colony. Approx 23.8 km, 76 mins."""
"VZG01570,Seethammadhara,Srinivas Pulse Medical Center,MVP Colony,MVP Colony Junction,28M,City Bus,""Seethammadhara, Dondaparthy, Seethammadhara, MVP Colony"",8.8,31 mins,Rs.15,05:30,22:00,20,0.5,No,No,""APSRTC bus 28M from Seethammadhara to Srinivas Pulse Medical Center in MVP Colony. Passes through Seethammadhara, Major Junction, MVP Colony. Approx 8.8 km, 31 mins."""
"VZG01571,Jagadamba,Srinivas Pulse Medical Center,MVP Colony,MVP Colony Junction,28M,City Bus,""Jagadamba, Siripuram, Seethammadhara, MVP Colony"",7.9,28 mins,Rs.15,05:30,22:00,15,0.5,No,No,""APSRTC bus 28M from Jagadamba to Srinivas Pulse Medical Center in MVP Colony. Passes through Jagadamba, Major Junction, MVP Colony. Approx 7.9 km, 28 mins."""
"VZG01572,Asilmetta,Srinivas Pulse Medical Center,MVP Colony,MVP Colony Junction,28M,City Bus,""Asilmetta, Jagadamba, Seethammadhara, MVP Colony"",9.3,32 mins,Rs.15,05:30,22:00,20,0.5,No,No,""APSRTC bus 28M from Asilmetta to Srinivas Pulse Medical Center in MVP Colony. Passes through Asilmetta, Major Junction, MVP Colony. Approx 9.3 km, 32 mins."""
"VZG01573,Railway Station,Srinivas Pulse Medical Center,MVP Colony,MVP Colony Junction,28M,Semi-Express,""Railway Station, RTC Complex, Seethammadhara, MVP Colony"",12.8,43 mins,Rs.20,05:30,22:00,20,0.5,No,No,""APSRTC bus 28M from Railway Station to Srinivas Pulse Medical Center in MVP Colony. Passes through Railway Station, Major Junction, MVP Colony. Approx 12.8 km, 43 mins."""
"VZG01574,RTC Complex,Srinivas Pulse Medical Center,MVP Colony,MVP Colony Junction,28M,Semi-Express,""RTC Complex, Jagadamba, Seethammadhara, MVP Colony"",11.0,38 mins,Rs.20,05:30,22:00,20,0.5,No,No,""APSRTC bus 28M from RTC Complex to Srinivas Pulse Medical Center in MVP Colony. Passes through RTC Complex, Major Junction, MVP Colony. Approx 11.0 km, 38 mins."""
"VZG01575,Airport,Srinivas Pulse Medical Center,MVP Colony,MVP Colony Junction,38AM,Express,""Airport, Bhimli Road, Seethammadhara, MVP Colony"",29.4,93 mins,Rs.35,05:30,22:00,30,0.8,No,No,""APSRTC bus 38AM from Airport to Srinivas Pulse Medical Center in MVP Colony. Passes through Airport, Major Junction, MVP Colony. Approx 29.4 km, 93 mins."""
"VZG01576,Pendurthi,Srinivas Pulse Medical Center,MVP Colony,MVP Colony Junction,39PM,Express,""Pendurthi, Marripalem, Seethammadhara, MVP Colony"",42.7,133 mins,Rs.40,05:30,22:00,30,0.8,No,No,""APSRTC bus 39PM from Pendurthi to Srinivas Pulse Medical Center in MVP Colony. Passes through Pendurthi, Major Junction, MVP Colony. Approx 42.7 km, 133 mins."""
"VZG01577,Gopalapatnam,Srinivas Pulse Medical Center,MVP Colony,MVP Colony Junction,39GM,Express,""Gopalapatnam, NAD Junction, Seethammadhara, MVP Colony"",24.6,78 mins,Rs.30,05:30,22:00,30,0.8,No,No,""APSRTC bus 39GM from Gopalapatnam to Srinivas Pulse Medical Center in MVP Colony. Passes through Gopalapatnam, Major Junction, MVP Colony. Approx 24.6 km, 78 mins."""
"VZG01578,Kurmannapalem,Srinivas Pulse Medical Center,MVP Colony,MVP Colony Junction,39KNM,Express,""Kurmannapalem, NAD Junction, Seethammadhara, MVP Colony"",29.5,93 mins,Rs.35,05:30,22:00,30,0.8,No,No,""APSRTC bus 39KNM from Kurmannapalem to Srinivas Pulse Medical Center in MVP Colony. Passes through Kurmannapalem, Major Junction, MVP Colony. Approx 29.5 km, 93 mins."""
"VZG01579,Auto Nagar,Srinivas Pulse Medical Center,MVP Colony,MVP Colony Junction,400M,Express,""Auto Nagar, Kancharapalem, Seethammadhara, MVP Colony"",32.5,102 mins,Rs.35,05:30,22:00,30,0.8,No,No,""APSRTC bus 400M from Auto Nagar to Srinivas Pulse Medical Center in MVP Colony. Passes through Auto Nagar, Major Junction, MVP Colony. Approx 32.5 km, 102 mins."""
"VZG01580,Steel Plant,Srinivas Pulse Medical Center,MVP Colony,MVP Colony Junction,400M,Express,""Steel Plant, Gajuwaka, Seethammadhara, MVP Colony"",36.4,114 mins,Rs.40,05:30,22:00,30,0.8,No,No,""APSRTC bus 400M from Steel Plant to Srinivas Pulse Medical Center in MVP Colony. Passes through Steel Plant, Major Junction, MVP Colony. Approx 36.4 km, 114 mins."""
"VZG01581,Scindia,Srinivas Pulse Medical Center,MVP Colony,MVP Colony Junction,28SCM,Semi-Express,""Scindia, One Town, Seethammadhara, MVP Colony"",14.1,47 mins,Rs.20,05:30,22:00,20,0.5,No,No,""APSRTC bus 28SCM from Scindia to Srinivas Pulse Medical Center in MVP Colony. Passes through Scindia, Major Junction, MVP Colony. Approx 14.1 km, 47 mins."""
"VZG01582,One Town,Srinivas Pulse Medical Center,MVP Colony,MVP Colony Junction,28OTM,Semi-Express,""One Town, RTC Complex, Seethammadhara, MVP Colony"",15.9,52 mins,Rs.25,05:30,22:00,30,0.8,No,No,""APSRTC bus 28OTM from One Town to Srinivas Pulse Medical Center in MVP Colony. Passes through One Town, Major Junction, MVP Colony. Approx 15.9 km, 52 mins."""
"VZG01583,Poorna Market,Srinivas Pulse Medical Center,MVP Colony,MVP Colony Junction,28PMM,Semi-Express,""Poorna Market, One Town, Seethammadhara, MVP Colony"",15.6,51 mins,Rs.25,05:30,22:00,30,0.8,No,No,""APSRTC bus 28PMM from Poorna Market to Srinivas Pulse Medical Center in MVP Colony. Passes through Poorna Market, Major Junction, MVP Colony. Approx 15.6 km, 51 mins."""
"VZG01584,RK Beach,Srinivas Pulse Medical Center,MVP Colony,MVP Colony Junction,28RKM,City Bus,""RK Beach, Siripuram, Seethammadhara, MVP Colony"",4.9,19 mins,Rs.10,05:30,22:00,15,0.3,No,No,""APSRTC bus 28RKM from RK Beach to Srinivas Pulse Medical Center in MVP Colony. Passes through RK Beach, Major Junction, MVP Colony. Approx 4.9 km, 19 mins."""
"VZG01585,Rushikonda,Srinivas Pulse Medical Center,MVP Colony,MVP Colony Junction,99RM,Express,""Rushikonda, Kommadi, Seethammadhara, MVP Colony"",37.5,117 mins,Rs.40,06:00,21:00,30,0.8,No,No,""APSRTC bus 99RM from Rushikonda to Srinivas Pulse Medical Center in MVP Colony. Passes through Rushikonda, Major Junction, MVP Colony. Approx 37.5 km, 117 mins."""
"VZG01586,Lawson's Bay,Srinivas Pulse Medical Center,MVP Colony,MVP Colony Junction,28LBM,Semi-Express,""Lawson's Bay, Siripuram, Seethammadhara, MVP Colony"",16.0,53 mins,Rs.25,06:00,21:00,30,0.8,No,No,""APSRTC bus 28LBM from Lawson's Bay to Srinivas Pulse Medical Center in MVP Colony. Passes through Lawson's Bay, Major Junction, MVP Colony. Approx 16.0 km, 53 mins."""
"VZG01587,Hanumanthuwaka,Srinivas Pulse Medical Center,MVP Colony,MVP Colony Junction,28HM,Semi-Express,""Hanumanthuwaka, Madhavadhara, Seethammadhara, MVP Colony"",15.6,51 mins,Rs.25,05:30,22:00,30,0.8,No,No,""APSRTC bus 28HM from Hanumanthuwaka to Srinivas Pulse Medical Center in MVP Colony. Passes through Hanumanthuwaka, Major Junction, MVP Colony. Approx 15.6 km, 51 mins."""
"VZG01588,Arilova,Srinivas Pulse Medical Center,MVP Colony,MVP Colony Junction,99ARM,Express,""Arilova, NAD Junction, Seethammadhara, MVP Colony"",24.3,77 mins,Rs.30,05:30,22:00,30,0.8,No,No,""APSRTC bus 99ARM from Arilova to Srinivas Pulse Medical Center in MVP Colony. Passes through Arilova, Major Junction, MVP Colony. Approx 24.3 km, 77 mins."""
"VZG01589,Beach Road,Srinivas Pulse Medical Center,MVP Colony,MVP Colony Junction,28BRM,City Bus,""Beach Road, Siripuram, Seethammadhara, MVP Colony"",4.9,19 mins,Rs.10,05:30,22:00,15,0.3,No,No,""APSRTC bus 28BRM from Beach Road to Srinivas Pulse Medical Center in MVP Colony. Passes through Beach Road, Major Junction, MVP Colony. Approx 4.9 km, 19 mins."""
"VZG01590,Kailasagiri,Srinivas Pulse Medical Center,MVP Colony,MVP Colony Junction,28KGM,Semi-Express,""Kailasagiri, RK Beach, Seethammadhara, MVP Colony"",11.8,40 mins,Rs.20,06:00,21:00,20,0.5,No,No,""APSRTC bus 28KGM from Kailasagiri to Srinivas Pulse Medical Center in MVP Colony. Passes through Kailasagiri, Major Junction, MVP Colony. Approx 11.8 km, 40 mins."""
"VZG01591,Gajuwaka,Apollo Hospital Emergency Centre - PM Palem,PM Palem,PM Palem Bus Stop,28,Semi-Express,""Gajuwaka, Steel Plant, Madhurawada, PM Palem"",11.0,38 mins,Rs.20,05:30,22:00,20,0.5,Yes,No,""APSRTC bus 28 from Gajuwaka to Apollo Hospital Emergency Centre - PM Palem in PM Palem. Passes through Gajuwaka, Major Junction, PM Palem. Approx 11.0 km, 38 mins."""
"VZG01592,Kommadi,Apollo Hospital Emergency Centre - PM Palem,PM Palem,PM Palem Bus Stop,99,City Bus,""Kommadi, Madhurawada, PM Palem"",9.1,32 mins,Rs.15,05:30,22:00,20,0.5,Yes,No,""APSRTC bus 99 from Kommadi to Apollo Hospital Emergency Centre - PM Palem in PM Palem. Passes through Kommadi, Major Junction, PM Palem. Approx 9.1 km, 32 mins."""
"VZG01593,Madhurawada,Apollo Hospital Emergency Centre - PM Palem,PM Palem,PM Palem Bus Stop,99,City Bus,""Madhurawada, PM Palem Junction"",4.4,18 mins,Rs.10,05:30,22:00,15,0.3,Yes,No,""APSRTC bus 99 from Madhurawada to Apollo Hospital Emergency Centre - PM Palem in PM Palem. Passes through Madhurawada, Major Junction, PM Palem. Approx 4.4 km, 18 mins."""
"VZG01594,PM Palem,Apollo Hospital Emergency Centre - PM Palem,PM Palem,PM Palem Bus Stop,99,City Bus,""PM Palem Junction, PM Palem Market"",1.5,9 mins,Rs.10,05:30,22:00,10,0.3,Yes,No,""APSRTC bus 99 from PM Palem to Apollo Hospital Emergency Centre - PM Palem in PM Palem. Passes through PM Palem, Major Junction, PM Palem. Approx 1.5 km, 9 mins."""
"VZG01595,MVP Colony,Apollo Hospital Emergency Centre - PM Palem,PM Palem,PM Palem Bus Stop,28,Express,""MVP Colony, Seethammadhara, Madhurawada, PM Palem"",37.7,118 mins,Rs.40,05:30,22:00,30,0.8,Partial,No,""APSRTC bus 28 from MVP Colony to Apollo Hospital Emergency Centre - PM Palem in PM Palem. Passes through MVP Colony, Major Junction, PM Palem. Approx 37.7 km, 118 mins."""
"VZG01596,Siripuram,Apollo Hospital Emergency Centre - PM Palem,PM Palem,PM Palem Bus Stop,28,Express,""Siripuram, Jagadamba, Madhurawada, PM Palem"",37.5,117 mins,Rs.40,05:30,22:00,30,0.8,Partial,No,""APSRTC bus 28 from Siripuram to Apollo Hospital Emergency Centre - PM Palem in PM Palem. Passes through Siripuram, Major Junction, PM Palem. Approx 37.5 km, 117 mins."""
"VZG01597,Dwaraka Nagar,Apollo Hospital Emergency Centre - PM Palem,PM Palem,PM Palem Bus Stop,28,Express,""Dwaraka Nagar, Jagadamba, Madhurawada, PM Palem"",39.7,124 mins,Rs.40,05:30,22:00,30,0.8,Partial,No,""APSRTC bus 28 from Dwaraka Nagar to Apollo Hospital Emergency Centre - PM Palem in PM Palem. Passes through Dwaraka Nagar, Major Junction, PM Palem. Approx 39.7 km, 124 mins."""
